# vi: sw=20 ts=20
X:$0,0,24,S	24-bit servo cycle counter
X:$639,8,16,S	Motor 12 Actual quadrature current
X:$61D,0,24,S	Motor 12 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$630,19,1	Motor 12 Amplifier-enabled status bit
Y:$640,3,1	Motor 12 Amplifier-fault-error bit
Y:$10F1,11,1	Motor 12 autosave restored
D:$66F	Motor 12 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$652	Motor 12 Axis offset (cts)
Y:$640,0,1	Motor 12 Background in-position bit
D:$608	Motor 12 Commanded position (1/[Ixx08*32] cts)
D:$610	Motor 12 Compensation correction (1/[Ixx08*32] cts)
Y:$640,20,4	Motor 12 CS number
X:$630,13,1	Motor 12 Desired-velocity-zero bit
Y:$63C,8,16,S	Motor 12 Direct current-loop integrator output
X:$630,15,1	Motor 12 Dwell-in-progress bit
Y:$64E,0,24,S	Motor 12 Encoder home capture position (cts)
Y:$640,2,1	Motor 12 Fatal-following-error bit
X:$63F,8,16,S	Motor 12 Filter Output (16-bit DAC bits)
Y:$640,13,1	Motor 12 Foreground in-postion bit
Y:$640,10,1	Motor 12 Home-complete bit
Y:$640,5,1	Motor 12 I2T fault bit
Y:$640,15,1	Motor 12 in a CS?
Y:$640,6,1	Motor 12 Integrated following error fault bit
X:$630,22,1	Motor 12 Negative-end-limit-set bit
X:$630,18,1	Motor 12 Open-loop-mode bit
Y:$640,8,1	Motor 12 Phasing error fault bit
Y:$640,9,1	Motor 12 Phasing search-in-progress bit
X:$62E,8,16,S	Motor 12 PID internal filter result (16-bit DAC bits)
D:$64C	Motor 12 Position bias (1/[Ixx08*32] cts)
X:$630,21,1	Motor 12 Positive-end-limit-set bit
D:$60D	Motor 12 Present master pos (1/[Ixx07*32] cts)
X:$634,24,S	Motor 12 Present phase position (counts *Ixx70)
D:$634	Motor 12 Present phase position (including fraction)
X:$63C,8,16,S	Motor 12 Quadrature current-loop integrator output
X:$630,17,1	Motor 12 Running-program bit
Y:$640,11,1	Motor 12 Stopped-on-position-limit bit
D:$647	Motor 12 Target (end) position (1/[Ixx08*32] cts)
L:$657	Motor 12 Variable jog position/distance (cts)
Y:$640,1,1	Motor 12 Warning-following error bit
L:$64F	Motor 12 X/U/A/B/C-Axis scale factor (cts/unit)
L:$650	Motor 12 Y/V-Axis scale factor (cts/unit)
L:$651	Motor 12 Z/W-Axis scale factor (cts/unit)
Y:$6B9,8,16,S	Motor 13 Actual direct current
D:$68B	Motor 13 Actual position (1/[Ixx08*32] cts)
X:$6B9,8,16,S	Motor 13 Actual quadrature current
X:$69D,0,24,S	Motor 13 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$6B0,19,1	Motor 13 Amplifier-enabled status bit
Y:$6C0,3,1	Motor 13 Amplifier-fault-error bit
Y:$10F1,12,1	Motor 13 autosave restored
D:$6EF	Motor 13 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$6D2	Motor 13 Axis offset (cts)
Y:$6C0,0,1	Motor 13 Background in-position bit
D:$688	Motor 13 Commanded position (1/[Ixx08*32] cts)
D:$690	Motor 13 Compensation correction (1/[Ixx08*32] cts)
Y:$6C0,20,4	Motor 13 CS number
X:$6B0,13,1	Motor 13 Desired-velocity-zero bit
Y:$6BC,8,16,S	Motor 13 Direct current-loop integrator output
X:$6B0,15,1	Motor 13 Dwell-in-progress bit
Y:$6CE,0,24,S	Motor 13 Encoder home capture position (cts)
Y:$6C0,2,1	Motor 13 Fatal-following-error bit
X:$6BF,8,16,S	Motor 13 Filter Output (16-bit DAC bits)
Y:$6C0,13,1	Motor 13 Foreground in-postion bit
Y:$6C0,10,1	Motor 13 Home-complete bit
Y:$6C0,5,1	Motor 13 I2T fault bit
Y:$6C0,15,1	Motor 13 in a CS?
Y:$6C0,6,1	Motor 13 Integrated following error fault bit
X:$6B0,22,1	Motor 13 Negative-end-limit-set bit
X:$6B0,18,1	Motor 13 Open-loop-mode bit
Y:$6C0,8,1	Motor 13 Phasing error fault bit
Y:$6C0,9,1	Motor 13 Phasing search-in-progress bit
X:$6AE,8,16,S	Motor 13 PID internal filter result (16-bit DAC bits)
D:$6CC	Motor 13 Position bias (1/[Ixx08*32] cts)
X:$6B0,21,1	Motor 13 Positive-end-limit-set bit
D:$68D	Motor 13 Present master pos (1/[Ixx07*32] cts)
X:$6B4,24,S	Motor 13 Present phase position (counts *Ixx70)
D:$6B4	Motor 13 Present phase position (including fraction)
X:$6BC,8,16,S	Motor 13 Quadrature current-loop integrator output
X:$6B0,17,1	Motor 13 Running-program bit
Y:$6C0,11,1	Motor 13 Stopped-on-position-limit bit
D:$6C7	Motor 13 Target (end) position (1/[Ixx08*32] cts)
L:$6D7	Motor 13 Variable jog position/distance (cts)
Y:$6C0,1,1	Motor 13 Warning-following error bit
L:$6CF	Motor 13 X/U/A/B/C-Axis scale factor (cts/unit)
L:$6D0	Motor 13 Y/V-Axis scale factor (cts/unit)
L:$6D1	Motor 13 Z/W-Axis scale factor (cts/unit)
Y:$739,8,16,S	Motor 14 Actual direct current
D:$70B	Motor 14 Actual position (1/[Ixx08*32] cts)
X:$739,8,16,S	Motor 14 Actual quadrature current
X:$71D,0,24,S	Motor 14 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$730,19,1	Motor 14 Amplifier-enabled status bit
Y:$740,3,1	Motor 14 Amplifier-fault-error bit
Y:$10F1,13,1	Motor 14 autosave restored
D:$76F	Motor 14 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$752	Motor 14 Axis offset (cts)
Y:$740,0,1	Motor 14 Background in-position bit
D:$708	Motor 14 Commanded position (1/[Ixx08*32] cts)
D:$710	Motor 14 Compensation correction (1/[Ixx08*32] cts)
Y:$740,20,4	Motor 14 CS number
X:$730,13,1	Motor 14 Desired-velocity-zero bit
Y:$73C,8,16,S	Motor 14 Direct current-loop integrator output
X:$730,15,1	Motor 14 Dwell-in-progress bit
Y:$74E,0,24,S	Motor 14 Encoder home capture position (cts)
Y:$740,2,1	Motor 14 Fatal-following-error bit
X:$73F,8,16,S	Motor 14 Filter Output (16-bit DAC bits)
Y:$540,13,1	Motor 14 Foreground in-postion bit
Y:$740,10,1	Motor 14 Home-complete bit
Y:$740,5,1	Motor 14 I2T fault bit
Y:$740,15,1	Motor 14 in a CS?
Y:$740,6,1	Motor 14 Integrated following error fault bit
X:$730,22,1	Motor 14 Negative-end-limit-set bit
X:$730,18,1	Motor 14 Open-loop-mode bit
Y:$740,8,1	Motor 14 Phasing error fault bit
Y:$740,9,1	Motor 14 Phasing search-in-progress bit
X:$72E,8,16,S	Motor 14 PID internal filter result (16-bit DAC bits)
D:$74C	Motor 14 Position bias (1/[Ixx08*32] cts)
X:$730,21,1	Motor 14 Positive-end-limit-set bit
D:$70D	Motor 14 Present master pos (1/[Ixx07*32] cts)
X:$734,24,S	Motor 14 Present phase position (counts *Ixx70)
D:$734	Motor 14 Present phase position (including fraction)
X:$73C,8,16,S	Motor 14 Quadrature current-loop integrator output
X:$730,17,1	Motor 14 Running-program bit
Y:$740,11,1	Motor 14 Stopped-on-position-limit bit
D:$747	Motor 14 Target (end) position (1/[Ixx08*32] cts)
L:$757	Motor 14 Variable jog position/distance (cts)
Y:$740,1,1	Motor 14 Warning-following error bit
L:$74F	Motor 14 X/U/A/B/C-Axis scale factor (cts/unit)
L:$750	Motor 14 Y/V-Axis scale factor (cts/unit)
L:$751	Motor 14 Z/W-Axis scale factor (cts/unit)
Y:$7B9,8,16,S	Motor 15 Actual direct current
D:$78B	Motor 15 Actual position (1/[Ixx08*32] cts)
X:$7B9,8,16,S	Motor 15 Actual quadrature current
X:$79D,0,24,S	Motor 15 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$7B0,19,1	Motor 15 Amplifier-enabled status bit
Y:$7C0,3,1	Motor 15 Amplifier-fault-error bit
Y:$10F1,14,1	Motor 15 autosave restored
D:$7EF	Motor 15 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$7D2	Motor 15 Axis offset (cts)
Y:$7C0,0,1	Motor 15 Background in-position bit
D:$788	Motor 15 Commanded position (1/[Ixx08*32] cts)
D:$790	Motor 15 Compensation correction (1/[Ixx08*32] cts)
Y:$7C0,20,4	Motor 15 CS number
X:$7B0,13,1	Motor 15 Desired-velocity-zero bit
Y:$7BC,8,16,S	Motor 15 Direct current-loop integrator output
X:$7B0,15,1	Motor 15 Dwell-in-progress bit
Y:$7CE,0,24,S	Motor 15 Encoder home capture position (cts)
Y:$7C0,2,1	Motor 15 Fatal-following-error bit
X:$7BF,8,16,S	Motor 15 Filter Output (16-bit DAC bits)
Y:$7C0,13,1	Motor 15 Foreground in-postion bit
Y:$7C0,10,1	Motor 15 Home-complete bit
Y:$7C0,5,1	Motor 15 I2T fault bit
Y:$7C0,15,1	Motor 15 in a CS?
Y:$7C0,6,1	Motor 15 Integrated following error fault bit
X:$7B0,22,1	Motor 15 Negative-end-limit-set bit
X:$7B0,18,1	Motor 15 Open-loop-mode bit
Y:$7C0,8,1	Motor 15 Phasing error fault bit
Y:$7C0,9,1	Motor 15 Phasing search-in-progress bit
X:$7AE,8,16,S	Motor 15 PID internal filter result (16-bit DAC bits)
D:$7CC	Motor 15 Position bias (1/[Ixx08*32] cts)
X:$7B0,21,1	Motor 15 Positive-end-limit-set bit
D:$78D	Motor 15 Present master pos (1/[Ixx07*32] cts)
X:$7B4,24,S	Motor 15 Present phase position (counts *Ixx70)
D:$7B4	Motor 15 Present phase position (including fraction)
X:$7BC,8,16,S	Motor 15 Quadrature current-loop integrator output
X:$7B0,17,1	Motor 15 Running-program bit
Y:$7C0,11,1	Motor 15 Stopped-on-position-limit bit
D:$7C7	Motor 15 Target (end) position (1/[Ixx08*32] cts)
L:$7D7	Motor 15 Variable jog position/distance (cts)
Y:$7C0,1,1	Motor 15 Warning-following error bit
L:$7CF	Motor 15 X/U/A/B/C-Axis scale factor (cts/unit)
L:$7D0	Motor 15 Y/V-Axis scale factor (cts/unit)
L:$7D1	Motor 15 Z/W-Axis scale factor (cts/unit)
Y:$839,8,16,S	Motor 16 Actual direct current
D:$80B	Motor 16 Actual position (1/[Ixx08*32] cts)
X:$839,8,16,S	Motor 16 Actual quadrature current
X:$81D,0,24,S	Motor 16 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$830,19,1	Motor 16 Amplifier-enabled status bit
Y:$840,3,1	Motor 16 Amplifier-fault-error bit
Y:$10F1,15,1	Motor 16 autosave restored
D:$86F	Motor 16 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$852	Motor 16 Axis offset (cts)
Y:$840,0,1	Motor 16 Background in-position bit
D:$808	Motor 16 Commanded position (1/[Ixx08*32] cts)
D:$810	Motor 16 Compensation correction (1/[Ixx08*32] cts)
Y:$840,20,4	Motor 16 CS number
X:$830,13,1	Motor 16 Desired-velocity-zero bit
Y:$83C,8,16,S	Motor 16 Direct current-loop integrator output
X:$830,15,1	Motor 16 Dwell-in-progress bit
Y:$84E,0,24,S	Motor 16 Encoder home capture position (cts)
Y:$840,2,1	Motor 16 Fatal-following-error bit
X:$83F,8,16,S	Motor 16 Filter Output (16-bit DAC bits)
Y:$840,13,1	Motor 16 Foreground in-postion bit
Y:$840,10,1	Motor 16 Home-complete bit
Y:$840,5,1	Motor 16 I2T fault bit
Y:$840,15,1	Motor 16 in a CS?
Y:$840,6,1	Motor 16 Integrated following error fault bit
X:$830,22,1	Motor 16 Negative-end-limit-set bit
X:$830,18,1	Motor 16 Open-loop-mode bit
Y:$840,8,1	Motor 16 Phasing error fault bit
X:$82E,8,16,S	Motor 16 PID internal filter result (16-bit DAC bits)
D:$84C	Motor 16 Position bias (1/[Ixx08*32] cts)
X:$830,21,1	Motor 16 Positive-end-limit-set bit
D:$80D	Motor 16 Present master pos (1/[Ixx07*32] cts)
X:$834,24,S	Motor 16 Present phase position (counts *Ixx70)
D:$834	Motor 16 Present phase position (including fraction)
X:$83C,8,16,S	Motor 16 Quadrature current-loop integrator output
X:$830,17,1	Motor 16 Running-program bit
Y:$840,11,1	Motor 16 Stopped-on-position-limit bit
D:$847	Motor 16 Target (end) position (1/[Ixx08*32] cts)
L:$857	Motor 16 Variable jog position/distance (cts)
Y:$840,1,1	Motor 16 Warning-following error bit
L:$84F	Motor 16 X/U/A/B/C-Axis scale factor (cts/unit)
L:$850	Motor 16 Y/V-Axis scale factor (cts/unit)
L:$851	Motor 16 Z/W-Axis scale factor (cts/unit)
Y:$8B9,8,16,S	Motor 17 Actual direct current
D:$88B	Motor 17 Actual position (1/[Ixx08*32] cts)
X:$8B9,8,16,S	Motor 17 Actual quadrature current
X:$89D,0,24,S	Motor 17 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$8B0,19,1	Motor 17 Amplifier-enabled status bit
Y:$8C0,3,1	Motor 17 Amplifier-fault-error bit
Y:$10F2,0,1	Motor 17 autosave restored
D:$8EF	Motor 17 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$8D2	Motor 17 Axis offset (cts)
Y:$8C0,0,1	Motor 17 Background in-position bit
D:$888	Motor 17 Commanded position (1/[Ixx08*32] cts)
D:$890	Motor 17 Compensation correction (1/[Ixx08*32] cts)
Y:$8C0,20,4	Motor 17 CS number
X:$8B0,13,1	Motor 17 Desired-velocity-zero bit
Y:$8BC,8,16,S	Motor 17 Direct current-loop integrator output
X:$8B0,15,1	Motor 17 Dwell-in-progress bit
Y:$8CE,0,24,S	Motor 17 Encoder home capture position (cts)
Y:$8C0,2,1	Motor 17 Fatal-following-error bit
X:$8BF,8,16,S	Motor 17 Filter Output (16-bit DAC bits)
Y:$8C0,13,1	Motor 17 Foreground in-postion bit
Y:$8C0,10,1	Motor 17 Home-complete bit
Y:$8C0,5,1	Motor 17 I2T fault bit
Y:$8C0,15,1	Motor 17 in a CS?
Y:$8C0,6,1	Motor 17 Integrated following error fault bit
X:$8B0,22,1	Motor 17 Negative-end-limit-set bit
X:$8B0,18,1	Motor 17 Open-loop-mode bit
Y:$8C0,8,1	Motor 17 Phasing error fault bit
Y:$8C0,9,1	Motor 17 Phasing search-in-progress bit
X:$8AE,8,16,S	Motor 17 PID internal filter result (16-bit DAC bits)
D:$8CC	Motor 17 Position bias (1/[Ixx08*32] cts)
X:$8B0,21,1	Motor 17 Positive-end-limit-set bit
D:$88D	Motor 17 Present master pos (1/[Ixx07*32] cts)
X:$8B4,24,S	Motor 17 Present phase position (counts *Ixx70)
D:$8B4	Motor 17 Present phase position (including fraction)
X:$8BC,8,16,S	Motor 17 Quadrature current-loop integrator output
X:$8B0,17,1	Motor 17 Running-program bit
Y:$8C0,11,1	Motor 17 Stopped-on-position-limit bit
D:$8C7	Motor 17 Target (end) position (1/[Ixx08*32] cts)
L:$8D7	Motor 17 Variable jog position/distance (cts)
Y:$8C0,1,1	Motor 17 Warning-following error bit
L:$8CF	Motor 17 X/U/A/B/C-Axis scale factor (cts/unit)
L:$8D0	Motor 17 Y/V-Axis scale factor (cts/unit)
L:$8D1	Motor 17 Z/W-Axis scale factor (cts/unit)
Y:$939,8,16,S	Motor 18 Actual direct current
D:$90B	Motor 18 Actual position (1/[Ixx08*32] cts)
X:$939,8,16,S	Motor 18 Actual quadrature current
X:$91D,0,24,S	Motor 18 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$930,19,1	Motor 18 Amplifier-enabled status bit
Y:$940,3,1	Motor 18 Amplifier-fault-error bit
Y:$10F2,1,1	Motor 18 autosave restored
D:$96F	Motor 18 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$952	Motor 18 Axis offset (cts)
Y:$940,0,1	Motor 18 Background in-position bit
D:$908	Motor 18 Commanded position (1/[Ixx08*32] cts)
D:$910	Motor 18 Compensation correction (1/[Ixx08*32] cts)
Y:$940,20,4	Motor 18 CS number
X:$930,13,1	Motor 18 Desired-velocity-zero bit
Y:$93C,8,16,S	Motor 18 Direct current-loop integrator output
X:$930,15,1	Motor 18 Dwell-in-progress bit
Y:$94E,0,24,S	Motor 18 Encoder home capture position (cts)
Y:$940,2,1	Motor 18 Fatal-following-error bit
X:$93F,8,16,S	Motor 18 Filter Output (16-bit DAC bits)
Y:$940,13,1	Motor 18 Foreground in-postion bit
Y:$940,10,1	Motor 18 Home-complete bit
Y:$940,5,1	Motor 18 I2T fault bit
Y:$940,15,1	Motor 18 in a CS?
Y:$940,6,1	Motor 18 Integrated following error fault bit
X:$930,22,1	Motor 18 Negative-end-limit-set bit
X:$930,18,1	Motor 18 Open-loop-mode bit
Y:$940,8,1	Motor 18 Phasing error fault bit
Y:$940,9,1	Motor 18 Phasing search-in-progress bit
X:$92E,8,16,S	Motor 18 PID internal filter result (16-bit DAC bits)
D:$94C	Motor 18 Position bias (1/[Ixx08*32] cts)
X:$930,21,1	Motor 18 Positive-end-limit-set bit
D:$90D	Motor 18 Present master pos (1/[Ixx07*32] cts)
X:$934,24,S	Motor 18 Present phase position (counts *Ixx70)
D:$934	Motor 18 Present phase position (including fraction)
X:$93C,8,16,S	Motor 18 Quadrature current-loop integrator output
X:$930,17,1	Motor 18 Running-program bit
Y:$940,11,1	Motor 18 Stopped-on-position-limit bit
D:$947	Motor 18 Target (end) position (1/[Ixx08*32] cts)
L:$957	Motor 18 Variable jog position/distance (cts)
Y:$940,1,1	Motor 18 Warning-following error bit
L:$94F	Motor 18 X/U/A/B/C-Axis scale factor (cts/unit)
L:$950	Motor 18 Y/V-Axis scale factor (cts/unit)
L:$951	Motor 18 Z/W-Axis scale factor (cts/unit)
Y:$9B9,8,16,S	Motor 19 Actual direct current
D:$98B	Motor 19 Actual position (1/[Ixx08*32] cts)
X:$9B9,8,16,S	Motor 19 Actual quadrature current
X:$99D,0,24,S	Motor 19 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$9B0,19,1	Motor 19 Amplifier-enabled status bit
Y:$9C0,3,1	Motor 19 Amplifier-fault-error bit
Y:$10F2,2,1	Motor 19 autosave restored
D:$9EF	Motor 19 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$9D2	Motor 19 Axis offset (cts)
Y:$9C0,0,1	Motor 19 Background in-position bit
D:$988	Motor 19 Commanded position (1/[Ixx08*32] cts)
D:$990	Motor 19 Compensation correction (1/[Ixx08*32] cts)
Y:$9C0,20,4	Motor 19 CS number
X:$9B0,13,1	Motor 19 Desired-velocity-zero bit
Y:$9BC,8,16,S	Motor 19 Direct current-loop integrator output
X:$9B0,15,1	Motor 19 Dwell-in-progress bit
Y:$9CE,0,24,S	Motor 19 Encoder home capture position (cts)
Y:$9C0,2,1	Motor 19 Fatal-following-error bit
X:$9BF,8,16,S	Motor 19 Filter Output (16-bit DAC bits)
Y:$9C0,13,1	Motor 19 Foreground in-postion bit
Y:$9C0,10,1	Motor 19 Home-complete bit
Y:$9C0,5,1	Motor 19 I2T fault bit
Y:$9C0,15,1	Motor 19 in a CS?
Y:$9C0,6,1	Motor 19 Integrated following error fault bit
X:$9B0,22,1	Motor 19 Negative-end-limit-set bit
X:$9B0,18,1	Motor 19 Open-loop-mode bit
Y:$9C0,8,1	Motor 19 Phasing error fault bit
Y:$9C0,9,1	Motor 19 Phasing search-in-progress bit
X:$9AE,8,16,S	Motor 19 PID internal filter result (16-bit DAC bits)
D:$9CC	Motor 19 Position bias (1/[Ixx08*32] cts)
X:$9B0,21,1	Motor 19 Positive-end-limit-set bit
D:$98D	Motor 19 Present master pos (1/[Ixx07*32] cts)
X:$9B4,24,S	Motor 19 Present phase position (counts *Ixx70)
D:$9B4	Motor 19 Present phase position (including fraction)
X:$9BC,8,16,S	Motor 19 Quadrature current-loop integrator output
X:$9B0,17,1	Motor 19 Running-program bit
Y:$9C0,11,1	Motor 19 Stopped-on-position-limit bit
D:$9C7	Motor 19 Target (end) position (1/[Ixx08*32] cts)
L:$9D7	Motor 19 Variable jog position/distance (cts)
Y:$9C0,1,1	Motor 19 Warning-following error bit
L:$9CF	Motor 19 X/U/A/B/C-Axis scale factor (cts/unit)
L:$9D0	Motor 19 Y/V-Axis scale factor (cts/unit)
L:$9D1	Motor 19 Z/W-Axis scale factor (cts/unit)
Y:$139,8,16,S	Motor 2 Actual direct current
D:$10B	Motor 2 Actual position (1/[Ixx08*32] cts)
X:$139,8,16,S	Motor 2 Actual quadrature current
X:$11D,0,24,S	Motor 2 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$130,19,1	Motor 2 Amplifier-enabled status bit
Y:$140,3,1	Motor 2 Amplifier-fault-error bit
Y:$10F1,1,1	Motor 2 autosave restored
D:$16F	Motor 2 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$152	Motor 2 Axis offset (cts)
Y:$140,0,1	Motor 2 Background in-position bit
D:$108	Motor 2 Commanded position (1/[Ixx08*32] cts)
D:$110	Motor 2 Compensation correction (1/[Ixx08*32] cts)
Y:$140,20,4	Motor 2 CS number
X:$130,13,1	Motor 2 Desired-velocity-zero bit
Y:$13C,8,16,S	Motor 2 Direct current-loop integrator output
X:$130,15,1	Motor 2 Dwell-in-progress bit
Y:$14E,0,24,S	Motor 2 Encoder home capture position (cts)
Y:$140,2,1	Motor 2 Fatal-following-error bit
X:$13F,8,16,S	Motor 2 Filter Output (16-bit DAC bits)
Y:$140,13,1	Motor 2 Foreground in-postion bit
Y:$240,13,1	Motor 2 Foreground in-postion bit
Y:$140,10,1	Motor 2 Home-complete bit
Y:$140,5,1	Motor 2 I2T fault bit
Y:$140,15,1	Motor 2 in a CS?
Y:$140,6,1	Motor 2 Integrated following error fault bit
X:$130,22,1	Motor 2 Negative-end-limit-set bit
X:$130,18,1	Motor 2 Open-loop-mode bit
Y:$140,8,1	Motor 2 Phasing error fault bit
Y:$140,9,1	Motor 2 Phasing search-in-progress bit
X:$12E,8,16,S	Motor 2 PID internal filter result (16-bit DAC bits)
D:$14C	Motor 2 Position bias (1/[Ixx08*32] cts)
X:$130,21,1	Motor 2 Positive-end-limit-set bit
D:$10D	Motor 2 Present master pos (1/[Ixx07*32] cts)
X:$134,24,S	Motor 2 Present phase position (counts *Ixx70)
D:$134	Motor 2 Present phase position (including fraction)
X:$13C,8,16,S	Motor 2 Quadrature current-loop integrator output
X:$130,17,1	Motor 2 Running-program bit
Y:$140,11,1	Motor 2 Stopped-on-position-limit bit
D:$147	Motor 2 Target (end) position (1/[Ixx08*32] cts)
L:$157	Motor 2 Variable jog position/distance (cts)
Y:$140,1,1	Motor 2 Warning-following error bit
L:$14F	Motor 2 X/U/A/B/C-Axis scale factor (cts/unit)
L:$150	Motor 2 Y/V-Axis scale factor (cts/unit)
L:$151	Motor 2 Z/W-Axis scale factor (cts/unit)
Y:$A39,8,16,S	Motor 20 Actual direct current
D:$A0B	Motor 20 Actual position (1/[Ixx08*32] cts)
X:$A39,8,16,S	Motor 20 Actual quadrature current
X:$A1D,0,24,S	Motor 20 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$A30,19,1	Motor 20 Amplifier-enabled status bit
Y:$A40,3,1	Motor 20 Amplifier-fault-error bit
Y:$10F2,3,1	Motor 20 autosave restored
D:$A6F	Motor 20 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$A52	Motor 20 Axis offset (cts)
Y:$A40,0,1	Motor 20 Background in-position bit
D:$A08	Motor 20 Commanded position (1/[Ixx08*32] cts)
D:$A10	Motor 20 Compensation correction (1/[Ixx08*32] cts)
Y:$A40,20,4	Motor 20 CS number
X:$A30,13,1	Motor 20 Desired-velocity-zero bit
Y:$A3C,8,16,S	Motor 20 Direct current-loop integrator output
X:$A30,15,1	Motor 20 Dwell-in-progress bit
Y:$A4E,0,24,S	Motor 20 Encoder home capture position (cts)
Y:$A40,2,1	Motor 20 Fatal-following-error bit
X:$A3F,8,16,S	Motor 20 Filter Output (16-bit DAC bits)
Y:$A40,13,1	Motor 20 Foreground in-postion bit
Y:$A40,10,1	Motor 20 Home-complete bit
Y:$A40,5,1	Motor 20 I2T fault bit
Y:$A40,15,1	Motor 20 in a CS?
Y:$A40,6,1	Motor 20 Integrated following error fault bit
X:$A30,22,1	Motor 20 Negative-end-limit-set bit
X:$A30,18,1	Motor 20 Open-loop-mode bit
Y:$A40,8,1	Motor 20 Phasing error fault bit
Y:$A40,9,1	Motor 20 Phasing search-in-progress bit
X:$A2E,8,16,S	Motor 20 PID internal filter result (16-bit DAC bits)
D:$A4C	Motor 20 Position bias (1/[Ixx08*32] cts)
X:$A30,21,1	Motor 20 Positive-end-limit-set bit
D:$A0D	Motor 20 Present master pos (1/[Ixx07*32] cts)
X:$A34,24,S	Motor 20 Present phase position (counts *Ixx70)
D:$A34	Motor 20 Present phase position (including fraction)
X:$A3C,8,16,S	Motor 20 Quadrature current-loop integrator output
X:$A30,17,1	Motor 20 Running-program bit
Y:$A40,11,1	Motor 20 Stopped-on-position-limit bit
D:$A47	Motor 20 Target (end) position (1/[Ixx08*32] cts)
L:$A57	Motor 20 Variable jog position/distance (cts)
Y:$A40,1,1	Motor 20 Warning-following error bit
L:$A4F	Motor 20 X/U/A/B/C-Axis scale factor (cts/unit)
L:$A50	Motor 20 Y/V-Axis scale factor (cts/unit)
L:$A51	Motor 20 Z/W-Axis scale factor (cts/unit)
Y:$AB9,8,16,S	Motor 21 Actual direct current
D:$A8B	Motor 21 Actual position (1/[Ixx08*32] cts)
X:$AB9,8,16,S	Motor 21 Actual quadrature current
X:$A9D,0,24,S	Motor 21 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$AB0,19,1	Motor 21 Amplifier-enabled status bit
Y:$AC0,3,1	Motor 21 Amplifier-fault-error bit
Y:$10F2,4,1	Motor 21 autosave restored
D:$AEF	Motor 21 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$AD2	Motor 21 Axis offset (cts)
Y:$AC0,0,1	Motor 21 Background in-position bit
D:$A88	Motor 21 Commanded position (1/[Ixx08*32] cts)
D:$A90	Motor 21 Compensation correction (1/[Ixx08*32] cts)
Y:$AC0,20,4	Motor 21 CS number
X:$AB0,13,1	Motor 21 Desired-velocity-zero bit
Y:$ABC,8,16,S	Motor 21 Direct current-loop integrator output
X:$AB0,15,1	Motor 21 Dwell-in-progress bit
Y:$ACE,0,24,S	Motor 21 Encoder home capture position (cts)
Y:$AC0,2,1	Motor 21 Fatal-following-error bit
X:$ABF,8,16,S	Motor 21 Filter Output (16-bit DAC bits)
Y:$AC0,13,1	Motor 21 Foreground in-postion bit
Y:$AC0,10,1	Motor 21 Home-complete bit
Y:$AC0,5,1	Motor 21 I2T fault bit
Y:$AC0,15,1	Motor 21 in a CS?
Y:$AC0,6,1	Motor 21 Integrated following error fault bit
X:$AB0,22,1	Motor 21 Negative-end-limit-set bit
X:$AB0,18,1	Motor 21 Open-loop-mode bit
Y:$AC0,8,1	Motor 21 Phasing error fault bit
Y:$AC0,9,1	Motor 21 Phasing search-in-progress bit
X:$AAE,8,16,S	Motor 21 PID internal filter result (16-bit DAC bits)
D:$ACC	Motor 21 Position bias (1/[Ixx08*32] cts)
X:$AB0,21,1	Motor 21 Positive-end-limit-set bit
D:$A8D	Motor 21 Present master pos (1/[Ixx07*32] cts)
X:$AB4,24,S	Motor 21 Present phase position (counts *Ixx70)
D:$AB4	Motor 21 Present phase position (including fraction)
X:$ABC,8,16,S	Motor 21 Quadrature current-loop integrator output
X:$AB0,17,1	Motor 21 Running-program bit
Y:$AC0,11,1	Motor 21 Stopped-on-position-limit bit
D:$AC7	Motor 21 Target (end) position (1/[Ixx08*32] cts)
L:$AD7	Motor 21 Variable jog position/distance (cts)
Y:$AC0,1,1	Motor 21 Warning-following error bit
L:$ACF	Motor 21 X/U/A/B/C-Axis scale factor (cts/unit)
L:$AD0	Motor 21 Y/V-Axis scale factor (cts/unit)
